percent,パーセント
grenadine,グレナデン
grave,グレーブ
lobigerina,グロビゲリナ
gook,グーク
adence,ケイデンス
ketotifen,ケトチフェン
chemicalcondenser,ケミコン
eratan,ケラタン
quercetin,ケルセチン
kerosene,ケロシン
enius,ゲニウス
emara,ゲマラ
gated,ゲーテッド
cocoyl,ココイル
connectionism,コネクショニズム
coherence,コヒーレンス
cohosh,コホッシュ
kobold,コボルト
comitia,コミティア
comedienne,コメディエンヌ
corycium,コリシウム
orn,コルン
colegio,コレヒオ
congratulation,コングラチュレーション
consultant,コンサル
consistent,コンシステント
consumerism,コンシューマリズム
construct,コンストラクト
concentrate,コンセントレート
concertino,コンチェルティーノ
continent,コンティネント
combinaison,コンビネゾン
conviviality,コンビビアリティー
confeito,コンフェイト
compsognathus,コンプソグナトゥス
completion,コンプリーション
gorda,ゴルダ
gaufrage,ゴーフラージュ
psychedelic,サイケデリック
psychokinesis,サイコキネシス
sipe,サイプ
aurolophus,サウロロフス
tzaung,サウン
accharomyces,サッカロミセス
sattva,サットバ
suburban,サバーバン
uffix,サフィックス
subway,サブウェー
submillimeter,サブミリ
sapeur,サプール
saponeria,サポネリア
samizdat,サミズダート
samovar,サモワール
aluki,サルーキ
sanssouci,サンスーシー
suntan,サンタン
sardonyx,サードニックス
amkhya,サーンキヤ
thine,ザイン
hats,ザッツ
cyanocobalamine,シアノコバラミン
cyanohydrin,シアンヒドリン
heqel,シェケル
shaper,シェーパー
sigmoid,シグモイド
siglo,シグロ
sizzle,シズル
chizophrenia,シゾ
cedar,シダー
shit,シット
signore,シニョール
cineraria,シネラリア
chinoiserie,シノワズリー
sifter,シフター
shifting,シフティング
civet,シベ
simulacre,シミュラークル
shut,シャット
chouette,シュエット
tift,シュティフト
stemm,シュテム
strandkorb,シュトラントコルプ
shrug,シュラッグ
schwagerina,シュワゲリナ
silicate,シリケート
cinco,シンコ
sympathizer,シンパサイザー
syntheticrock,シンロック
aesars,シーザース
shes,シーズ
sebum,シーバム
jeter,ジェッター
genogram,ジェノグラム
ioptrie,ジオプトリー
diquat,ジクワット
dipyidamole,ジピリダモール
dibenzofuran,ジベンゾフラン
gyroscope,ジャイロスコープ
apanesque,ジャパネスク
javelin,ジャベリン
jansenisme,ジャンセニスム
germ,ジャーム
juar,ジュアール
jellaba,ジュラバ
zircaloy,ジルカロイ
zirconium,ジルコニウム
siemens,ジーメンス
switcher,スイッチャー
swinging,スインギング
skimmer,スキマー
sucralfate,スクラルファート
sketchbook,スケブ
scoping,スコーピング
stylebook,スタイルブック
tapelia,スタペリア
steed,スティード
stable,ステーブル
stapler,ステープラー
stoicism,ストイシズム
struggle,ストラッグル
streamer,ストリーマー
stony,ストーニー
snag,スナッグ
svabhava,スババーバ
spirometry,スパイロメトリー
spitball,スピットボール
spinel,スピネル
pry,スプライ
spreader,スプレッダー
,スペキュレーティブ
specium,スペシウム
specific,スペシフィック
superior,スペリオル
spacing,スペーシング
sporadic,スポ
sporadic,スポラディック
smoother,スムーサー
smearing,スメアリング
slacker,スラッカー
sirba,スルバ
sulfamethoxazole,スルファメトキサゾール
sulforaphane,スルフォラファン
sulfonylurea,スルホニルウレア
threat,スレット
summa,スンマ
superhighway,スーパーハイウエー
zuccotto,ズコット
chemie,セイミ
secondhand,セカンドハンド
sacral,セクラル
sets,セッツ
senang,セナング
thinning,セニング
epheid,セファイド
theft,セフト
sepoy,セポイ
semana,セマナ
cemetery,セメタリー
semolina,セモリナ
therapeutic,セラピューティック
sentience,センシェンス
sensibility,センシビリティー
semperflorens,センパフローレンス
xerography,ゼログラフィー
sociedad,ソシエダ
saute,ソテー
sonus,ソヌス
sophistes,ソピステース
sophistication,ソフィスティケーション
ophronitis,ソフロニティス
sopranino,ソプラニーノ
solidus,ソリダス
soluble,ソリュブル
tholeiite,ソレアイト
sorority,ソロリティー
sombrero,ソンブレロ
thaumatine,ソーマチン
zolpidem,ゾルピデム
takyeh,タキエ
taxane,タキサン
axol,タキソール
akepron,タケプロン
tacca,タッカ
tacking,タッキング
upperware,タッパーウェア
tavern,タバーン
tablature,タブラチュア
abla,タブラー
tapenade,タプナード
tamas,タマス
tambourinaire,タンブリネール
turbidite,タービダイト
tare,ターレ
dieter,ダイエッター
digestive,ダイジェスティブ
dipole,ダイポール
daimonion,ダイモニオン
alf,ダイーフ
ducted,ダクテッド
dusky,ダスキー
dusting,ダスティング
ducking,ダッキング
danazol,ダナゾール
dammar,ダマール
dumpling,ダンプリング
chestnut,チェスナット
thienodiazepine,チエノジアゼピン
thioglycollate,チオグリコレート
tip,チップ
ymase,チマーゼ
thimerosal,チメロサール
charango,チャランゴ
charm,チャーム
chewable,チュアブル
tubulin,チューブリン
thuringiensis,チューリンゲンシス
chock,チョック
cinquecento,チンクエチェント
chintz,チンツ
teak,チーク
tsetse,ツェツェ
tupfel,ツッペル
theanine,テアニン
thearubigins,テアルビジン
tear,ティアー
ticker,ティッカー
tesla,テスラ
etrafluoroethylene,テトラフルオロエチレン
tenacious,テネイシャス
tera,テラ
elanthera,テランセラ
telling,テリング
telegram,テレグラム
telecommunication,テレコミ
telecine,テレシネ
terrain,テレーン
temptation,テンプテーション
dierama,ディエラマ
disintermediation,ディスインターミディエーション
disturb,ディスターブ
displacement,ディスプレイスメント
detection,ディテクション
different,ディファレント
ekabrist,デカブリスト
dextrose,デキストロース
decontracte,デコントラクテ
decidendi,デシデンダイ
dechirer,デシレ
digit,デジット
esmostylus,デスモスチルス
deseo,デセオ
deter,デター
detune,デチューン
determinant,デテルミナント
dehydroepiandrosterone,デヒドロエピアンドロステロン
define,デファイン
defroster,デフロスター
depression,デプレッション
demonstration,デモンストレーション
durum,デュラム
delimiter,デリミター
dendrogramm,デンドログラム
twelfth,トゥエルフス
toggle,トッグル
tokek,トッケー
toddler,トドラー
topotactic,トポタクティック
triangulation,トライアンギュレーション
tolaasii,トラシー
tradition,トラディション
raviata,トラビアータ
transcontinent,トランスコンチネント
transfection,トランスフェクション
transportation,トランスポーテーション
tricot,トリコット
trichoderma,トリコデルマ
trinitrotoluene,トリニトロトルエン
rypanosoma,トリパノソーマ
trilemma,トリレンマ
trequartista,トレクアルティスタ
trekker,トレッカー
rendelenburg,トレンデレンブルク
oroidal,トロイダル
rotskyism,トロツキズム
trois,トロワ
tondo,トンド
tautology,トートロジー
douce,ドゥース
doobie,ドゥービー
doctor,ドク
dominion,ドミニオン
dragee,ドラジェ
doryphorus,ドリュフォロス
doline,ドリーネ
dungaree,ドンゴロス
doro,ドーロ
nineteen,ナインティーンス
national,ナショナル
nasty,ナスティー
nacho,ナッチョ
aluminium,ニウム
nippy,ニッピー
umeraire,ニュメレール
newsreader,ニュースリーダー
neutro,ニュートロ
ningrat,ニングラト
numinous,ヌミノース
nudism,ヌーディズム
neuma,ネウマ
necrophilia,ネクロフィリア
nep,ネップ
nephron,ネフロン
neptunium,ネプツニウム
naval,ネーバル
nona,ノナ
nonrecourse,ノンリコース
noce,ノーチェ
nautical,ノーティカル
nobody,ノーバディー
ygrophila,ハイグロフィラ
eide,ハイデ
hydroplaning,ハイドロプレーニング
hyperthermic,ハイパーサーミア
hypermedia,ハイパーメディア
hire,ハイヤー
housemate,ハウスメート
houseless,ハウスレス
habitation,ハビテーション
abilitation,ハビリタチオン
arira,ハリラ
halteres,ハルテレス
harmonium,ハルモニウム
hammering,ハンマリング
akenkreuz,ハーケンクロイツ
hardenbergia,ハーデンベルギア
hurler,ハーラー
bioassay,バイオアッセイ
bioremediation,バイオレメ
aigan,バイガン
bicology,バイコロジー
vitalizing,バイタライジング
binaural,バイノーラル
bagay,バガイ
bagasse,バガス
bassoon,バスーン
backgammon,バックギャモン
vernaculer,バナキュラー
vanish,バニッシュ
bavetti,バベッティー
variance,バリアンス
barcarolle,バルカロール
balboa,バルボア
barmitzvah,バルミツバ
aleo,バレオ
pica,パイカ
pasivo,パシボ
passacaglia,パッサカリア
patricii,パトリキ
papillote,パピヨット
aphiopedilum,パフィオペジラム
performing,パフォーミング
ethylparahydroxybenzoate,パラオキシ
paracrine,パラクリン
paracetamol,パラセタモール
palatinose,パラチノース
paraplane,パラプレーン
palio,パリオ
parade,パレード
andan,パンダン
pampelmuse,パンペルムーゼ
per,パー
persistence,パーシスタンス
parsnip,パースニップ
participating,パーティシペーティング
perfidia,パーフィディア
purpurata,パープラタ
perpetual,パーペチュアル
hysterical,ヒステリカル
histone,ヒストン
ippeastrum,ヒッペアストルム
ydrozoa,ヒドロゾア
hypoxanthine,ヒポキサンチン
hyle,ヒュレー
yoscyamus,ヒヨス
vieille,ビエイユ
ienna,ビエナ
vigor,ビガー
ictrola,ビクトローラ
vicuna,ビクーニャ
visioning,ビジョニング
viscose,ビスコース
vitro,ビトロ
bustier,ビュスチエ
belay,ビレー
beefeater,ビーフィーター
piercing,ピアッシング
pioner,ピオネール
piolet,ピオレ
purity,ピュアリティー
pyrogallol,ピロガロール
pincer,ピンサー
pinchos,ピンチョス
financier,ファイナンサー
phaeopeplum,ファエオペプラム
phacelia,ファセリア
fanaticism,ファナティシズム
farad,ファラド
phalaeno,ファレノ
phalaenopsis,ファレノプシス
van,ファン
fango,ファンゴ
phantasmagoria,ファンタスマゴリア
fictionary,フィクショナリー
fisherman,フィッシャーマン
phytoalexin,フィトアレキシン
finisher,フィニッシャー
finish,フィニッシュ
hilodendron,フィロデンドロン
feeding,フィーディング
eijoa,フェイジョア
fedwire,フェッドワイヤー
fetoprotein,フェトプロテイン
feminity,フェミニティー
foggara,フォガラ
photodetector,フォトディテクター
volksschule,フォルクスシューレ
forrestii,フォレスティー
fontana,フォンタナ
friar,フライアー
flyback,フライバック
flavus,フラブス
fritillaria,フリチラリア
freepaper,フリペ
fluazifop,フルアジホップ
luorescein,フルオレセイン
flurazepam,フルラゼパム
fresher,フレッシュナー
freshing,フレッシング
frontal,フロンタル
fougasse,フーガス
vuelta,ブエルタ
bougie,ブジー
bouzouki,ブズーキ
blanche,ブランシェ
blanchissante,ブランシサン
brisses,ブリゼ
brig,ブリッグ
blip,ブリップ
brut,ブリュット
bulgur,ブルガー
urschenschaft,ブルシェンシャフト
blue,ブルー
rea,ブレア
blended,ブレンデッド
bromocriptine,ブロモクリプチン
boomy,ブーミー
boondocker,ブーンドッカー
pussycat,プシーキャット
pterygodium,プテリゴディウム
plush,プラッシュ
plateosaurus,プラテオサウルス
planula,プラヌラ
plie,プリエ
preferred,プリファード
pluralism,プルーラリズム
prestressed,プレストレスト
resse,プレッセ
playboy,プレーボーイ
proscenium,プロセニアム
proteasome,プロテアソーム
prototyping,プロトタイピング
probability,プロバビリティー
promiscuous,プロミスキュアス
promethium,プロメチウム
promotional,プロモーショナル
proliferation,プロリフェレーション
proletkult,プロレトクルト
rolog,プロログ
rontosil,プロントジル
prompter,プロンプター
punctata,プンクタータ
hexose,ヘキソース
hectic,ヘクティク
hedging,ヘッジング
haemophilus,ヘモフィルス
bare,ベア
veggey,ベギー
esame,ベサメ
bezoar,ベゾアール
vetiver,ベチバー
beton,ベトン
bedovyi,ベドウイ
beignet,ベニエ
elt,ベルト
erlijn,ベレイン
benjamina,ベンジャミナ
benzodiazepine,ベンゾジアセピン
benfiquista,ベンフィキスタ
payable,ペイヤブル
peccary,ペッカリー
pedophile,ペドファイル
penicillinase,ペニシリナーゼ
pepperoni,ペパロニ
peptidase,ペプチダーゼ
eperomia,ペペロミア
peregrina,ペリグリーナ
peripherique,ペリフェリク
pentaprism,ペンタプリズム
hob,ホブ
hummus,ホムス
homeotropic,ホメオトロピック
homogenate,ホモジェネート
homogeneous,ホモジニアス
orizont,ホリゾント
ornfels,ホルンフェルス
hauler,ホーラー
bore,ボア
boson,ボソン
voleur,ボラー
bollard,ボラード
borage,ボリジ
borrower,ボロワー
boardsailing,ボードセーリング
bold,ボールド
poata,ポアタ
poetic,ポエティック
posite,ポジット
postcompetitive,ポストコンペティティブ
otamotrygon,ポタモトリゴン
otterian,ポッタリアン
otentilla,ポテンティラ
poplin,ポプリン
polite,ポライト
polyanthus,ポリアンサ
polymorphism,ポリモルフィズム
pouch,ポーチ
porting,ポーティング
mime,マイム
maesta,マエスタ
maquis,マキ
magi,マギ
mag,マグ
majesty,マジェスティー
magicils,マジーシル
mastaba,マスタバ
matiere,マチエール
mature,マチュア
mashed,マッシュド
masse,マッセ
much,マッチ
agnificato,マニフィカト
managed,マネージド
maha,マハ
mafenide,マフェニド
mammon,マモン
iasm,マヤズム
maritime,マリタイム
multicultural,マルチカルチュラル
multiplier,マルチプライヤー
area,マレア
mankind,マンカインド
mandrel,マンドレル
agen,マーゲン
marginality,マージナリティー
murder,マーダー
marmot,マーモット
miombo,ミオンボ
mixologist,ミクソロジスト
icrotome,ミクロトーム
microlepis,ミクロレピス
misspell,ミススペル
missionary,ミッショナリー
minoxidil,ミノキシジル
imolette,ミモレット
muir,ミュア
militia,ミリシア
mealworm,ミルワーム
myrotoxin,ミロトキシン
miroir,ミロワ
meism,ミーイズム
milling,ミーリング
moussaka,ムサカ
multipla,ムルティプラ
uwatta,ムワッター
mumps,ムンプス
mover,ムーバー
megilla,メギラ
mescaline,メスカリン
meseta,メセタ
ethotrexate,メソトレキセート
methodology,メソドロジー
messieurs,メッシュー
mercaptan,メルカプタン
mercado,メルカード
merluza,メルルーサ
mentha,メンタ
mentagrophytes,メンタグロフィデス
mending,メンディング
motul,モチュール
movado,モバード
moby,モビー
morille,モリーユ
orpho,モルフォ
movens,モーベンス
molding,モールディング
unitary,ユニタリー
niversalist,ユニバーサリスト
unify,ユニファイ
yojana,ヨージャナ
linacgraphy,ライナックグラフィー
rhinovirus,ライノウイルス
librarian,ライブラリアン
linesman,ラインズマン
axoberon,ラキソベロン
luxury,ラグジー
lachenalia,ラケナリア
acon,ラコン
latir,ラティール
ranitidine,ラニチジン
lapatinib,ラパチニブ
lovage,ラビッジ
aughin,ラフィン
llama,ラマ
amapithecus,ラマピテクス
amisil,ラミシール
rangaeris,ランガエリス
languedechat,ラングドシャ
randonneur,ランドナー
realize,リアライズ
lycaste,リカステ
recurrent,リカレント
ligase,リガーゼ
lychnis,リクニス
recruitment,リクルートメント
reconnaissance,リコネッサンス
iccia,リシア
lysyl,リシル
reject,リジェクト
restyle,リスタイル
listeria,リステリア
restatement,リステートメント
wrist,リスト
lyceum,リセウム
ricercare,リチェルカーレ
retrato,リトゥラート
retraction,リトラクション
libertine,リバティーン
ivanol,リバノール
liparis,リパリス
reveal,リビール
referrer,リファラー
reframing,リフレーミング
euplin,リュープリン
rewriter,リライター
rilmazafone,リルマザホン
leapfrog,リープフロッグ
reamer,リーマー
rouille,ルイユ
ruote,ルオーテ
ruthenium,ルテニウム
udbeckia,ルドベキア
lunatic,ルナティック
rubrum,ルブラム
luminescence,ルミネセンス
relai,ルレ
reciprocity,レシプロシティー
resistance,レジスタンス
residential,レジデンシャル
restoration,レストレーション
enacil,レナシル
reflex,レフレックス
rebel,レベル
lems,レムズ
entenmark,レンテンマルク
rawin,レーウィン
railroad,レールロード
logwood,ログウッド
locomotion,ロコモーション
rosolio,ロゾーリオ
lobbing,ロビング
lormetazepam,ロルメタゼパム
longing,ロンギング
longest,ロンゲスト
lonesome,ロンサム
rondel,ロンデル
locality,ローカリティー
roselle,ローゼル
wired,ワイヤード
wampum,ワンパム
wardroom,ワードルーム
mbakiha,ンバキハ
aigis,アイギス
iceman,アイスマン
iditarod,アイディタロッド
aino,アイノ
islander,アイランダー
eyelet,アイレット
inzelzimmer,アインツェルツィンメル
ausgleich,アウスグライヒ
outerwear,アウターウエア
outtake,アウトテーク
aurea,アウレア
eromonas,アエロモナス
akasha,アカシャ
gathis,アガチス
ahkio,アキオ
aquilegia,アキレギア
aquae,アクイー
accept,アクセプト
acceleration,アクセラレーション
activin,アクチビン
activo,アクティボ
actomyosin,アクトミオシン
achromycin,アクロマイシン
acrolein,アクロレイン
agroforestry,アグロフォレストリー
gogik,アゴーギグ
aside,アサイド
assignor,アサイナー
assertiveness,アサーティブネス
hacienda,アシエンダ
shkenazim,アシュケナジム
ashira,アシーラ
adjusting,アジャスティング
scophyllum,アスコフィルム
asterisk,アスタ
astatine,アスタチン
asphodel,アスフォデル
azole,アゾール
attesa,アテッサ
attribution,アトリビューション
attribute,アトリビュート
atropurpurea,アトロプルプレア
dventist,アドベンティスト
admittance,アドミタンス
adriacin,アドリアシン
annatto,アナトー
anamnesis,アナムネーシス
anarchy,アナーキー
aniskuchen,アニスクーヘン
anisette,アニゼット
animistic,アニミスティック
anuttara,アノクタラ
anomalous,アノマラス
avatara,アバターラ
abut,アバット
apatheia,アパテイア
ahis,アヒムサー
avionics,アビオニクス
abhidharma,アビダルマ
avici,アビーチ
apis,アピス
affiliation,アフィリエーション
affiliator,アフィリエーター
frique,アフリック
absent,アブセント
abduction,アブダクション
abdominal,アブドミナル
aberration,アベラシオン
belia,アベリア
available,アベーラブル
apetite,アペティート
ppellation,アペラシオン
abordage,アボルダージュ
aboard,アボード
aposteriori,アポステリオリ
apoptosome,アポトソーム
amacrine,アマクリン
amaniensis,アマニエンシス
amanitaphalloides,アマニタ
amiloride,アミロライド
americium,アメリシウム
amendment,アメンドメント
moxapine,アモキサピン
amorphous,アモルフ
amorolfine,アモロルフィン
ayam,アヤム
arabicus,アラビクス
arabic,アラビック
alianza,アリアンサ
aligote,アリゴテ
aristocracy,アリストクラシー
lliinase,アリナーゼ
arcana,アルカナ
alkyd,アルキド
arcuata,アルクアタ
alcoholic,アルコホリック
arkose,アルコース
lstromeria,アルストロメリア
alte,アルト
aljibe,アルヒーベ
allfinanz,アルフィナンツ
lphorn,アルプホルン
alfeloa,アルヘイ
albedo,アルベド
arpeggione,アルペッジョーネ
lmagest,アルマゲスト
alumino,アルミノ
aluminiumpanel,アルミパネル
allegorical,アレゴリカル
en,アン
angular,アンギュラー
angraecopsis,アングレコプシス
angolo,アンゴロ
enchainement,アンシェヌマン
angiography,アンジオグラフィー
andantino,アンダンティーノ
antigenemia,アンチゲネミア
antipathy,アンチパチー
antipode,アンチポード
anticucho,アンティクーチョ
anting,アンティン
ndiscovery,アンディスカバリー
ambivalence,アンビバレンス
ambulance,アンビュランス
unforgetable,アンフォゲッタブル
informel,アンフォルメル
ambush,アンブッシュ
ambling,アンブリング
mbrosia,アンブロシア
ammeter,アンメーター
unloader,アンローダー
archiver,アーカイバー
archivist,アーキビスト
arsenicum,アーセニカム
artisan,アーティザン
hnenerbe,アーネンエルベ
arbitrage,アービトラージ
arming,アーミング
armed,アームド
alin,アーリン
ikastola,イカストラ
ignite,イグナイト
ignore,イグノア
equalizing,イコライジング
ejection,イジェクション
yttrium,イットリウム
inevitable,イネビタブル
ifosfamide,イフォマイド
pupiara,イプピアーラ
bero,イベロ
immersion,イマージョン
imide,イミド
ranian,イラニアン
iliau,イリアウ
irmao,イルマン
irregular,イレギュラー
ylene,イレン
eraser,イレーサー
incomplete,インコンプリート
indinavir,インジナビル
inspire,インスパイアー
inspirational,インスピレーショナル
incense,インセンス
insomnia,インソムニア
interesting,インタレスティング
indefatigable,インディファティガブル
inverted,インバーテッド
impasse,インパス
inference,インファレンス
infinitive,インフィニティブ
inferiority,インフェリオリティー
nvertase,インベルターゼ
invent,インベント
imperium,インペリウム
involution,インボリューション
involve,インボルブ
evil,イーブル
wisteria,ウィステリア
williamsianum,ウィリアムシアヌム
weekender,ウイークエンダー
wading,ウェーディング
waif,ウェーフ
wobbling,ウォブリング
uomo,ウォモ
wardian,ウォーディアン
uklad,ウクラード
uridine,ウリジン
ursodeoxycholic,ウルソ
wurtzite,ウルツ
wolfsbane,ウルフスベーン
aerial,エアリアル
ugenia,エウジェニア
aeolian,エオリアン
ecumenical,エキュメニカル
aiguille,エギーユ
execution,エクスキュージョン
extract,エクストラクト
extruder,エクストルーダー
exploration,エクスプロレーション
experiment,エクスペリメント
escrow,エクスロー
excelsior,エクセルシオール
ectoplasm,エクトプラズム
cosse,エコス
egyptian,エジプシャン
escabeche,エスカベーシュ
establish,エスタブリッシュ
stracyt,エストラサイト
estramustine,エストラムスチン
ethnobotany,エスノボタニー
espadrille,エスパドリーユ
espalier,エスパリエ
espinaca,エスピナカ
espoir,エスポアール
essor,エソール
aethiopicus,エチオピクス
etidronic,エチドロン
ethyne,エチン
essen,エッセン
eterna,エテルナ
editing,エディティング
edesse,エデッセ
educator,エデュケーター
enneagram,エニアグラム
eventail,エバンタイユ
epagoge,エパゴーゲー
epanoui,エパヌイ
ejido,エヒード
vista,エビスタ
epistula,エピストラ
effective,エフェクティブ
eptazocine,エプタゾシン
epaule,エポール
emersion,エマージョン
eminent,エミネント
emeritus,エメリタス
emotionalism,エモーショナリズム
elastic,エラスティック
elaborate,エラボレート
elixir,エリキシル
erigeron,エリゲロン
lizabethan,エリザベサン
erythro,エリスロ
erythropoietin,エリスロポエチン
ergaster,エルガスター
elkhound,エルクハウンド
erg,エルグ
rfurter,エルフルト
rlanger,エルランゲン
lection,エレクション
elevation,エレベーション
elevated,エレベーテッド
elementary,エレメンタリー
erotica,エロティカ
erosion,エロージョン
enkephalin,エンケファリン
enthusiast,エンスージャスト
enterobacter,エンテロバクター
endian,エンディアン
endurance,エンデュランス
ndoxan,エンドキサン
endocrine,エンドクリン
endorse,エンドース
endorsement,エンドースメント
enhancer,エンハンサー
empowering,エンパワリング
engineeringplastic,エンプラ
empress,エンプレス
enrich,エンリッチ
haine,エーヌ
lysion,エーリュシオン
axacan,オアハカン
urhythmie,オイリュトミー
oxazepam,オキサゼパム
oxygenase,オキシゲナーゼ
oxybutynin,オキシブチニン
octacosanol,オクタコサノール
octant,オクタント
gmion,オグミオン
ozawainellid,オザワイネラ
ostrich,オストリッチ
seltamivir,オセルタミビル
taria,オタリア
oxtail,オックステール
onium,オニウム
onomatopee,オノマトペ
observateur,オプセルバトゥール
ovomucin,オボムチン
orizzonti,オリゾンティ
organism,オルガニズム
rgone,オルゴン
hortensia,オルタンシア
urevoir,オルボワール
oncocytoma,オンコサイトーマ
onchocerca,オンコセルカ
ohhisse,オーエス
organizing,オーガナイジング
auxin,オーキシン
augmented,オーグメンテッド
ustraloid,オーストラロイド
auditor,オーディター
auditorium,オーディトリアム
automation,オートメ
automobile,オートモビル
ornamental,オーナメンタル
ornithopter,オーニソプター
overture,オーバーチュア
overwrite,オーバーライト
overlap,オーバーラップ
ben,オーベン
kainic,カイニン
counselee,カウンセリー
chaotic,カオティック
customization,カスタマイゼーション
caseta,カセータ
asodex,カソデックス
cassonade,カソナード
catechol,カテコール
caderneta,カデルネッタ
katun,カトゥン
kabaddi,カバディ
capsanthin,カプサンチン
cappuccio,カプッチョ
caprolactam,カプロラクタム
cabomba,カボンバ
kameez,カミーズ
amerad,カメラート
kayuputih,カユプテ
carabinier,カラビニエ
halistan,カリスタン
calisson,カリソン
qualite,カリテ
carignan,カリニャン
carne,カルネ
carnosine,カルノシン
carbene,カルベン
carpe,カルペ
carbonate,カルボナート
carbonique,カルボニック
kavalactones,カワラクトネス
quinzaine,カンゼーヌ
cantante,カンタンテ
cantiniere,カンティニエレ
cantilena,カンティレーナ
cardioversion,カーディオバージョン
carnivore,カーニボー
kanya,カーニャ
carbonate,カーボネート
galleta,ガジェタ
gasse,ガッセ
gapao,ガパオ
galactosamine,ガラクトサミン
gull,ガル
galvanometer,ガルバノメーター
ganglioside,ガングリオシド
xylan,キシラン
hitarrone,キタローネ
kicking,キッキング
kinesics,キネシックス
kinesin,キネシン
kinetochore,キネトコア
quinoline,キノリン
kibbutz,キブツ
qibla,キブラ
canola,キャノーラ
capacitance,キャパシタンス
captaincy,キャプテンシー
kiang,キャン
curiosa,キュリオーサ
irschwasser,キルシュワッサー
kilorad,キロラド
keynote,キーノート
giddy,ギディー
guignol,ギニョール
given,ギブン
geared,ギヤード
quadrado,クアドラード
quickie,クイッキー
kouignamann,クイニャマン
kuoitiao,クオイティオ
qualifying,クオリファイング
quants,クオンツ
csikos,クシコス
xiphias,クシフィアス
kousso,クッソ
neipe,クナイペ
naeckebroed,クネッケ
cupula,クプラ
clown,クラウン
classicism,クラシシズム
clasp,クラスプ
cranio,クラニオ
clavicembalo,クラビチェンバロ
claret,クラレット
cryoprecipitate,クリオプレシピテート
crystallin,クリスタリン
hristianity,クリスチャニティー
chrysostachya,クリソスタキア
linikum,クリニクム
krino,クリノー
clivia,クリビア
cryptochrome,クリプトクロム
kryptopyrrole,クリプトピロール
cremains,クリメインズ
crease,クリース
cleanness,クリーンネス
cruzado,クルザード
kurban,クルバン
cremerie,クレムリ
lairette,クレレト
cloaca,クロアーカ
crochet,クロセ
chloramine,クロラミン
chloroethane,クロロエタン
chloropicrin,クロロピクリン
chloroprene,クロロプレン
clonus,クローヌス
kvas,クワス
quirky,クワーキー
kunsten,クンステン
courant,クーラント
coulis,クーリ
guaguguau,グアウグアウ
guacamole,グアカモーレ
guanidine,グアニジン
guarani,グアラニ
guar,グアー
uzmania,グズマニア
goodday,グッデー
gradient,グラジエント
glacis,グラッシ
grappler,グラップラー
gradient,グラディエント
graphalloy,グラファロイ
graphic,グラフィック
gramma,グラマ
glans,グランス
griot,グリオ
glioma,グリオーマ
glycosidase,グリコシダーゼ
glissade,グリセード
glimmer,グリマー
grilled,グリルド
groupinterview,グルイン
glucoside,グルコシド
grenache,グルナシュ
groovy,グルービー
leipnir,グレイプニル
grater,グレーター
greater,グレーター
grader,グレーダー
groggy,グロッキー
glomerata,グロメラータ
goulash,グーラッシュ
quetzal,ケツァール
eratosaurus,ケラトサウルス
kelpie,ケルピー
caving,ケービング
gerrymander,ゲリマンダー
gaming,ゲーミング
co,コ
oelophysis,コエロフィシス
coentro,コエンドロ
cognizance,コグニザンス
cotter,コッター
codex,コデックス
obaea,コベア
commutator,コミュテーター
communitarianism,コミュニタリアニズム
communitarian,コミュニタリアン
corax,コラクス
collateralized,コラテライズド
corruption,コラプション
collapse,コラプス
collodion,コロジオン
coronaria,コロナリア
colonialism,コロニアリズム
colonus,コロヌス
coronation,コロネーション
cowanii,コワニー
conchiglia,コンキリエ
congressional,コングレッショナル
cornstarch,コンス
concentric,コンセントリック
contamination,コンタミネーション
contour,コンター
conditionality,コンディショナリティ
conditional,コンディショナル
contributor,コントリビューター
combined,コンバインド
compatible,コンパチブル
comparator,コンパレータ
compilation,コンピ
computerization,コンピュータリゼーション
confidential,コンフィデンシャル
cotelette,コートレット
cordlane,コードレーン
copal,コーパル
cove,コーブ
siamese,サイアミーズ
psyching,サイキング
psychometrer,サイコメトラー
psychologist,サイコロジスト
psychology,サイコロジー
cytokinin,サイトカイニン
sideslip,サイドスリップ
cynosure,サイノシュアー
sacrament,サクラメント
sacrifice,サクリファイス
sacrecoeur,サクレクール
suggest,サジェスト
saturnalia,サトゥルナリア
aponaria,サポナリア
suportive,サポーティブ
arracenia,サラセニア
sarafan,サラファン
sariwa,サリワ
saltimbocca,サルティンボッカ
saros,サロス
salone,サローネ
son,サン
unken,サンクン
santos,サントス
santol,サントール
surgical,サージカル
thermocycler,サーモサイクラー
seitengrat,ザイテングラート
ein,ザイン
theatrical,シアトリカル
cyanate,シアネート
sharecropper,シェアクロッパー
shareholder,シェアホールダー
shem,シェム
shelving,シェルビング
schenkii,シェンキ
schenckii,シェンキー
ciguatera,シガテラ
sixer,シクサー
cyclodextrin,シクロデキストリン
cycloheximide,シクロヘキシミド
signature,シグニチャー
significant,シグニフィカント
siddhanta,シッダーンタ
citronella,シトロネラ
signification,シニフィカシオン
civilization,シビリゼーション
imulationism,シミュレーショニズム
shakshouka,シャクシューカ
chaton,シャトン
samatha,シャマタ
charivari,シャリバリ
shalwar,シャルワール
shantung,シャンタン
sharkskin,シャークスキン
shear,シヤー
shook,シュック
chenille,シュニール
shrine,シュライン
sur,シュル
shuba,シューバ
chaussee,ショセ
